timestamp,service,instance_id,metric_family,source,value
1776467053.047,ad,3a8b9295-6ae2-4e8a-b9b0-a607d7fec0a4,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,ad,3a8b9295-6ae2-4e8a-b9b0-a607d7fec0a4,error_ratio,trace_server_error_ratio,0.0
1776467053.047,ad,3a8b9295-6ae2-4e8a-b9b0-a607d7fec0a4,request_count,trace_server_count,0.0
1776467053.047,ad,5680c7ee-584c-4353-b6d2-93bc605a0324,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,ad,5680c7ee-584c-4353-b6d2-93bc605a0324,error_ratio,trace_server_error_ratio,0.0
1776467053.047,ad,5680c7ee-584c-4353-b6d2-93bc605a0324,request_count,trace_server_count,0.0
1776467053.047,ad,9f9a3c1c-bd3f-40ea-8764-b59f1ebd2204,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,ad,ad-7fb5b4f859-52ks9,cpu_usage,container_cpu_usage,0.0018900668419922831
1776467053.047,ad,ad-7fb5b4f859-52ks9,memory_usage,container_memory_working_set_bytes,260612096.0
1776467053.047,ad,ad-7fb5b4f859-rd4zw,cpu_usage,container_cpu_usage,0.001246599394558379
1776467053.047,ad,ad-7fb5b4f859-rd4zw,memory_usage,container_memory_working_set_bytes,238673920.0
1776467053.047,ad,ad-7fb5b4f859-zsstr,cpu_usage,container_cpu_usage,0.003529191825354991
1776467053.047,ad,ad-7fb5b4f859-zsstr,memory_usage,container_memory_working_set_bytes,262045696.0
1776467053.047,ad,ad::service,pod_restart_count,k8s_container_restarts,3.0
1776467053.047,ad,ad::service,pod_running_count,k8s_container_ready,3.0
1776467053.047,cart,cart-7c7496d7f-th7mc,cpu_usage,container_cpu_usage,0.03476861108414614
1776467053.047,cart,cart-7c7496d7f-th7mc,memory_usage,container_memory_working_set_bytes,63483904.0
1776467053.047,cart,cart::service,pod_restart_count,k8s_container_restarts,1.0
1776467053.047,cart,cart::service,pod_running_count,k8s_container_ready,1.0
1776467053.047,cart,f1f3afac-3031-4c18-925a-048232421d89,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,cart,f1f3afac-3031-4c18-925a-048232421d89,error_ratio,trace_server_error_ratio,0.0
1776467053.047,cart,f1f3afac-3031-4c18-925a-048232421d89,request_count,trace_server_count,0.0
1776467053.047,checkout,4755bdbd-5ad9-49fa-acb7-3a7dcb6a9277,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,checkout,4755bdbd-5ad9-49fa-acb7-3a7dcb6a9277,error_ratio,trace_server_error_ratio,0.0
1776467053.047,checkout,4755bdbd-5ad9-49fa-acb7-3a7dcb6a9277,request_count,trace_server_count,0.0
1776467053.047,checkout,bb49e6b9-109a-41b8-be66-ab2a38272474,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,checkout,bb49e6b9-109a-41b8-be66-ab2a38272474,error_ratio,trace_server_error_ratio,0.0
1776467053.047,checkout,bb49e6b9-109a-41b8-be66-ab2a38272474,request_count,trace_server_count,0.0
1776467053.047,checkout,bc5804df-6f63-4261-8788-8ecfe5481366,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,checkout,bc5804df-6f63-4261-8788-8ecfe5481366,error_ratio,trace_server_error_ratio,0.0
1776467053.047,checkout,bc5804df-6f63-4261-8788-8ecfe5481366,request_count,trace_server_count,0.0
1776467053.047,checkout,checkout-7f4ccfc547-6crwh,cpu_usage,container_cpu_usage,0.07309417383394078
1776467053.047,checkout,checkout-7f4ccfc547-6crwh,memory_usage,container_memory_working_set_bytes,15810560.0
1776467053.047,checkout,checkout-7f4ccfc547-ftx2n,cpu_usage,container_cpu_usage,0.0004956966929569649
1776467053.047,checkout,checkout-7f4ccfc547-ftx2n,memory_usage,container_memory_working_set_bytes,12689408.0
1776467053.047,checkout,checkout-7f4ccfc547-qlfgr,cpu_usage,container_cpu_usage,0.03194826938587046
1776467053.047,checkout,checkout-7f4ccfc547-qlfgr,memory_usage,container_memory_working_set_bytes,15327232.0
1776467053.047,checkout,checkout::service,pod_restart_count,k8s_container_restarts,45.0
1776467053.047,checkout,checkout::service,pod_running_count,k8s_container_ready,3.0
1776467053.047,email,email-5dcf48b665-66zvj,cpu_usage,container_cpu_usage,0.00035319886542566103
1776467053.047,email,email-5dcf48b665-66zvj,memory_usage,container_memory_working_set_bytes,59727872.0
1776467053.047,email,email-5dcf48b665-9xxmx,cpu_usage,container_cpu_usage,0.004385058630972665
1776467053.047,email,email-5dcf48b665-9xxmx,memory_usage,container_memory_working_set_bytes,56090624.0
1776467053.047,email,email-5dcf48b665-n4zf2,cpu_usage,container_cpu_usage,0.0075927439270796595
1776467053.047,email,email-5dcf48b665-n4zf2,memory_usage,container_memory_working_set_bytes,54644736.0
1776467053.047,email,email::service,pod_restart_count,k8s_container_restarts,9.0
1776467053.047,email,email::service,pod_running_count,k8s_container_ready,3.0
1776467053.047,email,otel-demo.email-5dcf48b665-66zvj.email,error_ratio,trace_server_error_ratio,0.0
1776467053.047,email,otel-demo.email-5dcf48b665-66zvj.email,request_count,trace_server_count,0.0
1776467053.047,email,otel-demo.email-5dcf48b665-9xxmx.email,error_ratio,trace_server_error_ratio,0.0
1776467053.047,email,otel-demo.email-5dcf48b665-9xxmx.email,request_count,trace_server_count,0.0
1776467053.047,email,otel-demo.email-5dcf48b665-n4zf2.email,error_ratio,trace_server_error_ratio,0.0
1776467053.047,email,otel-demo.email-5dcf48b665-n4zf2.email,request_count,trace_server_count,0.0
1776467053.047,frontend,frontend-b78bf7696-6bjdg,cpu_usage,container_cpu_usage,0.07176414105179661
1776467053.047,frontend,frontend-b78bf7696-6bjdg,memory_usage,container_memory_working_set_bytes,110075904.0
1776467053.047,frontend,frontend-b78bf7696-77ldd,cpu_usage,container_cpu_usage,0.04968660896148145
1776467053.047,frontend,frontend-b78bf7696-77ldd,memory_usage,container_memory_working_set_bytes,106643456.0
1776467053.047,frontend,frontend-b78bf7696-p9kqx,cpu_usage,container_cpu_usage,0.045945792899299495
1776467053.047,frontend,frontend-b78bf7696-p9kqx,memory_usage,container_memory_working_set_bytes,104947712.0
1776467053.047,frontend,frontend::service,pod_restart_count,k8s_container_restarts,3.0
1776467053.047,frontend,frontend::service,pod_running_count,k8s_container_ready,3.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-6bjdg.frontend,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-6bjdg.frontend,error_ratio,trace_server_error_ratio,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-6bjdg.frontend,http_5xx_ratio,http_server_5xx_ratio,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-6bjdg.frontend,request_count,trace_server_count,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-77ldd.frontend,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-77ldd.frontend,error_ratio,trace_server_error_ratio,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-77ldd.frontend,http_5xx_ratio,http_server_5xx_ratio,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-77ldd.frontend,request_count,trace_server_count,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-p9kqx.frontend,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-p9kqx.frontend,error_ratio,trace_server_error_ratio,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-p9kqx.frontend,http_5xx_ratio,http_server_5xx_ratio,0.0
1776467053.047,frontend,otel-demo.frontend-b78bf7696-p9kqx.frontend,request_count,trace_server_count,0.0
1776467053.047,kafka,kafka-66df8bdf76-zjcbb,cpu_usage,container_cpu_usage,0.022269660466005772
1776467053.047,kafka,kafka-66df8bdf76-zjcbb,memory_usage,container_memory_working_set_bytes,579821568.0
1776467053.047,kafka,kafka::service,pod_restart_count,k8s_container_restarts,11.0
1776467053.047,kafka,kafka::service,pod_running_count,k8s_container_ready,1.0
1776467053.047,kafka,kafka::service,queue_lag,queue_size_ratio,0.0
1776467053.047,payment,otel-demo.payment-f9f8d647b-74h8z.payment,dependency_error_ratio,trace_client_error_ratio,0.0
1776467053.047,payment,otel-demo.payment-f9f8d647b-74h8z.payment,error_ratio,trace_server_error_ratio,0.0
1776467053.047,payment,otel-demo.payment-f9f8d647b-74h8z.payment,request_count,trace_server_count,0.0
