timestamp,service,instance_id,metric_family,source,value
1777347402.562,ad,053cc197-a83d-4da6-af30-fbc7838c87fc,dependency_error_ratio,trace_client_error_ratio,0.0
1777347402.562,ad,053cc197-a83d-4da6-af30-fbc7838c87fc,error_ratio,trace_server_error_ratio,0.0
1777347402.562,ad,053cc197-a83d-4da6-af30-fbc7838c87fc,request_count,trace_server_count,0.0
1777347402.562,ad,7be8f0f9-6857-4dd1-83d6-06c15e1c3660,dependency_error_ratio,trace_client_error_ratio,0.0
1777347402.562,ad,7be8f0f9-6857-4dd1-83d6-06c15e1c3660,error_ratio,trace_server_error_ratio,0.0
1777347402.562,ad,7be8f0f9-6857-4dd1-83d6-06c15e1c3660,request_count,trace_server_count,0.0
1777347402.562,ad,9fb64c9e-12be-4c38-b214-42cc44ebc044,dependency_error_ratio,trace_client_error_ratio,0.0
1777347402.562,ad,ad-7fb5b4f859-89m8t,memory_usage,container_memory_working_set_bytes,244232192.0
1777347402.562,ad,ad-7fb5b4f859-ks656,memory_usage,container_memory_working_set_bytes,245129216.0
1777347402.562,ad,ad-7fb5b4f859-wp6ts,memory_usage,container_memory_working_set_bytes,246263808.0
1777347402.562,ad,ad::service,pod_restart_count,k8s_container_restarts,0.0
1777347402.562,ad,ad::service,pod_running_count,k8s_container_ready,1.0
1777347402.562,cart,6951848e-8c8f-44d3-a28a-65c79c258196,dependency_error_ratio,trace_client_error_ratio,0.0
1777347402.562,cart,6951848e-8c8f-44d3-a28a-65c79c258196,error_ratio,trace_server_error_ratio,0.0
1777347402.562,cart,6951848e-8c8f-44d3-a28a-65c79c258196,latency_p95,trace_server_latency_p95,1.9
1777347402.562,cart,6951848e-8c8f-44d3-a28a-65c79c258196,request_count,trace_server_count,0.1
1777347402.562,cart,cart-7c7496d7f-kvhkn,memory_usage,container_memory_working_set_bytes,61030400.0
1777347402.562,cart,cart::service,pod_restart_count,k8s_container_restarts,0.0
1777347402.562,cart,cart::service,pod_running_count,k8s_container_ready,1.0
1777347402.562,checkout,cd560ec7-366f-404f-8c9c-75aff6b1d77d,dependency_error_ratio,trace_client_error_ratio,0.0
1777347402.562,checkout,cd560ec7-366f-404f-8c9c-75aff6b1d77d,error_ratio,trace_server_error_ratio,0.0
1777347402.562,checkout,cd560ec7-366f-404f-8c9c-75aff6b1d77d,request_count,trace_server_count,0.0
1777347402.562,checkout,checkout-7f4ccfc547-dhrwn,memory_usage,container_memory_working_set_bytes,15122432.0
1777347402.562,checkout,checkout-7f4ccfc547-vlw74,memory_usage,container_memory_working_set_bytes,15405056.0
1777347402.562,checkout,checkout-7f4ccfc547-xbpt5,memory_usage,container_memory_working_set_bytes,15331328.0
1777347402.562,checkout,checkout::service,pod_restart_count,k8s_container_restarts,0.0
1777347402.562,checkout,checkout::service,pod_running_count,k8s_container_ready,2.0
1777347402.562,email,email-5dcf48b665-dgsjq,memory_usage,container_memory_working_set_bytes,51941376.0
1777347402.562,email,email-5dcf48b665-m6pzk,memory_usage,container_memory_working_set_bytes,46379008.0
1777347402.562,email,email-5dcf48b665-mt46s,memory_usage,container_memory_working_set_bytes,51798016.0
1777347402.562,email,email::service,pod_restart_count,k8s_container_restarts,0.0
1777347402.562,email,email::service,pod_running_count,k8s_container_ready,2.0
1777347402.562,email,otel-demo.email-5dcf48b665-dgsjq.email,error_ratio,trace_server_error_ratio,0.0
1777347402.562,email,otel-demo.email-5dcf48b665-dgsjq.email,request_count,trace_server_count,0.0
1777347402.562,email,otel-demo.email-5dcf48b665-m6pzk.email,error_ratio,trace_server_error_ratio,0.0
1777347402.562,email,otel-demo.email-5dcf48b665-m6pzk.email,request_count,trace_server_count,0.0
1777347402.562,email,otel-demo.email-5dcf48b665-mt46s.email,error_ratio,trace_server_error_ratio,0.0
